,Viscosity,T,CaO,Al2O3,SiO2,CaF2,MgO,result_0,result_1,result_2,result_3,result_4,result_5,result_6,result_7,result_8,result_9,result_10,result_11,result_12,result_13,result_14,result_15,result_16,result_17,result_18,result_19,result_20,result_21,result_22,result_23,result_24,result_25,result_26,result_27,result_28,result_29,result_30,result_31,result_32,result_33,result_34,result_35,result_36,result_37,result_38,result_39,result_40,result_41,result_42
318,5.7,1723,0.317,0.116,0.346,0.0,0.221,10.218571569992696,10.063685006165768,10.696590184705089,10.82646160948579,10.762537387519128,10.91669531482806,11.457039632172695,10.874518776614224,11.354650009337053,10.936011087204438,11.29265062094743,11.442779219476233,11.466438541646857,11.383372886442036,11.184011397799164,11.192403181689897,11.12543256775895,11.128891675299123,11.117246991064093,10.300815342208,10.411240088347558,10.512213253823974,10.44725169968878,10.486496228283423,10.264188327872162,10.413555714711975,10.303130968572416,10.413555714711975,10.526482947343617,10.506066742800812,10.506066742800812,10.58071593675957,10.561486055615097,10.561486055615097,10.436375197679576,10.511024391638331,10.574053379913815,10.451171940028315,10.52582113398707,10.526085542277228,10.661962231771467,10.661962231771467,10.635200164482024
319,2.27,1763,0.575,0.107,0.09,0.078,0.151,10.218571569992696,2.61772153339572,8.280679384951437,6.136669655553213,5.81474543358655,7.233518509516182,6.393259694346786,6.241907176966486,6.463934220215345,6.479277205378073,6.07172844228049,6.099478248527571,6.495526971929602,6.372518664489164,6.033038538010001,6.0341812417854666,6.006291764464212,5.992433764054475,5.850715317714033,6.203153965214758,6.202334649244394,6.113896970352773,6.114530133364129,6.207021339135761,6.1422679743735,6.147636151025224,5.9368715936269405,5.936052277656577,6.070528582004797,6.070461216817691,5.853614861867692,5.852807315801111,5.852740222891395,5.869328389993472,5.83626688419984,5.8354593381332585,5.903759963103494,5.934804450589023,5.933996904522441,5.934036052595084,6.046934991997632,6.051143936930044,6.09622527148684
320,28.6,1773,0.335,0.092,0.573,0.0,0.0,10.218571569992696,16.666160429286084,13.422400848884774,14.984988068636941,14.903063846670278,14.822054065764169,15.130519641947462,14.834517593429872,14.71969707229384,14.58187831738892,14.219486009532007,14.374793814474575,13.680626047833995,13.486534437562623,14.649078081876997,14.654386796451558,14.533806913449077,14.422340043208546,14.301701674393659,14.026361932721475,14.065834452057377,13.701614968969231,14.338123345128679,14.135923247934464,13.762952452329813,13.847727583463783,13.808255064127884,13.847727583463783,13.700879079951003,13.703601282910542,13.703601282910542,13.736110688415856,13.738420493145789,13.738420493145789,13.642633156614158,13.675142562119472,13.675142562119472,13.646990189806376,13.67949959531169,13.679982362880585,13.6683157369527,13.6683157369527,13.732341296573045
321,3.81,1773,0.421,0.083,0.357,0.0,0.139,10.218571569992696,10.383628749136356,10.814902199843024,11.02797610750633,10.860051885539669,10.865042104633558,11.17350768081685,10.876069888437657,10.97549450879129,10.718666360433085,10.551040269232146,10.647802723620448,10.43968465720399,10.179002827606345,10.474808502013788,10.478116025753959,10.408834508581402,10.310765669039284,10.052565405144176,9.684435025940289,9.76419240975904,9.948359601480883,9.861656546215432,9.785083573176784,9.629356848847452,9.748866528460463,9.669109144641709,9.748866528460463,9.712010187530963,9.712675193717498,9.712675193717498,9.770990417810332,9.771614364637475,9.771614364637475,9.690397908530407,9.74871313262324,9.80174582238844,9.689684881680144,9.748000105772977,9.748274215148278,9.730329780154296,9.730329780154296,9.787054864460845
322,3.54,1773,0.419,0.106,0.326,0.0,0.149,10.218571569992696,9.481969109855608,10.484783507953988,10.460071613084807,10.294147391118145,10.297137610212035,10.605603186395328,10.307959338184144,10.438567550304356,10.164223903647757,10.024550371318739,10.112910483729346,9.974549550215425,9.739283142256864,9.915676850533156,9.918697166329503,9.814428210364156,9.763141733511087,9.528720008562651,8.945118487913849,9.090475623671011,9.07337575229652,9.036811476159386,9.106815808676597,8.903760286803717,9.086456423180945,8.941099287423784,9.086456423180948,9.084253615148533,9.084760528500642,9.084760528500642,9.175277444099898,9.1757581223868,9.1757581223868,9.024491587534788,9.115008503134042,9.133698357093817,9.022733591955173,9.11325050755443,9.113497513830884,9.068051703137055,9.068051703137055,9.127363968482978
323,6.51,1733,0.385,0.106,0.36,0.0,0.149,10.218571569992696,10.47088613358288,10.847395622206033,11.082934606966479,10.951010384999815,10.935886934808199,11.633485961698005,10.94410856236351,11.492688481368827,10.799357210313715,11.408609383629146,11.555139723484423,11.483925159915628,11.2750426184788,11.318989568141896,11.32683062775391,11.254775198415789,11.23185328862527,11.084857839499431,10.545527667696351,10.620373170712773,10.81839551684504,10.727430564845008,10.683618677638304,10.479012026172239,10.593821727916666,10.518976224900246,10.59382172791667,10.673843527019056,10.655219108411066,10.655219108411066,10.710676672512422,10.693220967815105,10.693220967815105,10.5953186774964,10.650776241597756,10.711588998399183,10.605405294370822,10.660862858472179,10.661139629538404,10.75904628091313,10.75904628091313,10.748833659104081
324,4.79,1773,0.423,0.058,0.445,0.0,0.074,10.218571569992696,12.94317869290106,11.809744743125204,12.640092091670656,12.470167869703992,12.477158088797882,12.785623664981177,12.488770805286336,12.500048222392241,12.292567528081758,12.045592237502461,12.166206501375832,11.760068186719918,11.431346071147097,12.11704526653979,12.12116809024953,12.098832526699416,11.923801162812264,11.605813129133683,12.656752224580025,12.630929891488254,12.96657276199901,12.787962872018753,12.668205755252462,12.540879102663986,12.55943993751023,12.585262270602001,12.55943993751023,12.449750688842812,12.451034106296898,12.451034106296898,12.428713321424036,12.429875723755583,12.429875723755583,12.48185756330994,12.459536778437078,12.503414495071636,12.48190669710459,12.459585912231727,12.459940903106652,12.469871486967406,12.469871486967406,12.525087655493994
325,0.78,1833,0.575,0.107,0.09,0.078,0.151,10.218571569992696,2.61772153339572,8.280679384951437,6.136669655553213,5.81474543358655,6.508775920162478,5.5910862145327025,6.0929535313524,5.664237354561004,6.170938086545851,5.672335633610806,5.675845755493675,6.125495254122217,6.0618439678735205,5.642105105188694,5.641016815227634,5.617148211913935,5.608226506787979,5.520376425005258,5.809800883243607,5.8090160010851974,5.720516413188211,5.72115411528218,5.816067546553655,5.808699919007589,5.814102529471268,5.60330353826103,5.602518656102621,5.69583671468488,5.696271759958541,5.479425405008543,5.478651481857334,5.479084768759994,5.495672935862071,5.466576918743655,5.465802995592447,5.534001583220535,5.546012829858318,5.54523890670711,5.545278054779752,5.378932586402599,5.382686095435639,5.516321995688762
326,14.3,1773,0.407,0.16,0.434,0.0,0.0,10.218571569992696,12.623234949930472,11.68054942790136,12.438577593650113,12.28465337168345,12.27564359077734,12.584109166960634,12.287183190680253,12.30943357559364,12.095829882125674,11.858773241468672,11.97640602915641,11.595020245530428,11.304243267193872,11.90733765968404,11.911358570897582,11.653850461675944,11.717465837047975,11.443639705327055,12.256957693056094,12.249878512113122,12.61851078960067,12.42284875422608,12.284828410581355,12.150473028636792,12.187377301651455,12.194456482594429,12.187377301651455,12.08470536608813,12.08589651800092,12.08589651800092,12.079237079132906,12.08032114781113,12.08032114781113,11.88419402160143,11.877534582733418,11.877534582733418,11.88519218541502,11.878532746547005,11.878877312310394,11.792956601958359,11.792956601958359,11.862551611853844
327,6.5,1773,0.396,0.156,0.37,0.0,0.079,10.218571569992696,10.76174408173796,10.956413760637277,11.26612960516697,11.123205383200307,11.103195602294196,11.411661178477491,11.114309796608485,11.200670722155722,10.951174487472095,10.771826355453896,10.872112372607038,10.63474131497339,10.404677882708778,10.712297680149971,10.715725645931101,10.500830777783968,10.543619518436461,10.32687452970577,10.051382332026474,10.098457967224533,10.36748631152171,10.254751381697144,10.121448093088421,9.989368429060784,10.077087023696258,10.030011388498199,10.077087023696258,10.027082625268633,10.0278226068658,10.0278226068658,10.06565187733629,10.066342896132634,10.066342896132634,9.8621577154947,9.899986985965189,9.941142125007273,9.860062401800288,9.897891672270777,9.898177364832488,9.803946076976954,9.803946076976954,9.871566717052502
328,0.69,1823,0.56,0.108,0.087,0.094,0.151,10.218571569992696,2.530464148949196,8.255874572618689,6.081711156093065,5.774786934126402,5.694758394627782,5.646175429937869,5.88350324064716,5.718135600367922,5.797520374354226,5.685820024650571,5.692427664693673,6.129548945236646,6.058765464230429,5.658075965783284,5.657319813223968,5.631343913353791,5.620869115254697,5.5268890637374515,5.841568199173574,5.840540252326367,5.75545921606848,5.756027314671286,5.845339144130449,5.826257953344846,5.83090370113314,5.591983553991302,5.590955607144093,5.708582097246036,5.7089204170818775,5.511593246000657,5.5105824596052795,5.510919501488958,5.528634750435599,5.497554722416565,5.496543936021188,5.545936590362016,5.581629198104082,5.580618411708705,5.580655919846626,5.435637274124755,5.440169374545381,5.565661673052963
329,16.2,1723,0.209,0.086,0.487,0.0,0.218,10.218571569992696,14.164782075152397,12.316317588061127,13.409511084112719,13.453586862146055,13.499744789454988,14.040089106799623,13.540023238513424,13.813127104988403,13.626574554286353,14.065678855015548,14.276987026933257,14.067729527045254,14.230209802626753,14.208395545897531,14.220207102992294,14.190597735775164,14.150665400822824,14.377915429634669,15.19789219804439,15.044145236738974,15.150502823755996,15.20534990412171,15.169921002087058,15.059893072554942,14.95158677564406,15.105333736949476,14.95158677564406,15.0149048914418,14.958309370864889,14.958309370864889,14.864359159147702,14.814094496009442,14.814094496009442,14.926874287518759,14.832924075801571,14.835788766965013,14.903228887528764,14.809278675811576,14.809674287553033,14.808955405975166,14.808955405975166,14.782200863241348
330,0.78,1823,0.638,0.146,0.075,0.03,0.111,10.218571569992696,2.1814346111631,8.157396130140606,5.861877158252476,5.476952936285813,5.474924396787193,5.42634143209728,5.669728378093218,5.50950628793041,5.595605217495861,5.52059169996511,5.526287941381578,5.985215124885455,5.9133226130374315,5.507542169576316,5.506890313921734,5.470816399662575,5.47621190453768,5.375525224716213,5.750682674044513,5.748294110037221,5.677318014188032,5.677662583495473,5.753175691837092,5.724289321436408,5.725513502901773,5.653078507048941,5.65068994304165,5.839455091364636,5.8396718596327615,5.6084285765265465,5.606109583548204,5.6063257430119835,5.614889471757126,5.584158888834926,5.581839895856584,5.708045129248019,5.635795818559463,5.633476825581122,5.633512488373159,5.539375020602099,5.540386110947829,5.668273948114294
331,0.43,1873,0.56,0.108,0.087,0.094,0.151,10.218571569992696,2.530464148949196,8.255874572618689,6.081711156093065,5.774786934126402,5.515585119269331,5.165255062893817,5.84790591843254,5.2661668228207965,5.723832705152224,5.454356877412304,5.446916709109305,5.9955125040858945,5.987315075534058,5.431515344867558,5.429466247566836,5.421959983571966,5.427436641414689,5.413075552825102,5.613402439930936,5.612401204993744,5.5272736115829595,5.527844519143799,5.633118181989663,5.652511052988843,5.657183512687153,5.418236653635299,5.417235418698106,5.5383866170786336,5.538937566842032,5.341610395760811,5.340625586597739,5.341174455231486,5.358889704178127,5.335435333434261,5.3344505242711895,5.38376563342571,5.411131210379459,5.4101464012163865,5.410183909354307,5.13648982886161,5.140841231765872,5.2912635619730874
332,1.0,1873,0.49,0.157,0.192,0.082,0.079,10.218571569992696,5.584472604577536,9.16988748557345,8.005258637198224,7.768334415231561,7.43913260037449,7.088802543998977,7.675473680348096,7.13355452032504,7.401656933798436,6.620752644157001,6.604332962384865,7.096665313528599,7.077483484063962,6.510702832019941,6.506180686252832,6.459870860661314,6.499004649763644,6.479670004221576,6.039538716312905,6.056778965094981,5.8798824062020705,5.886988757946513,6.099802284518768,6.227755478094794,6.267257684199914,5.781932664489092,5.799172913271167,5.371771100632375,5.3776842896643915,4.941458678226215,4.956887134023556,4.962692328539793,4.997230389309047,4.911873282001749,4.92730173779909,5.310760203303665,5.1237727725867055,5.139201228384047,5.139283450814587,4.817965271174901,4.826553503276777,4.980011837059466
333,4.09,1753,0.591,0.107,0.091,0.062,0.15,10.218571569992696,2.6468073282112283,8.288964206056539,6.154989155373261,5.8170649334065985,5.408102784285072,6.517123926840702,5.879963760195683,6.591447024469281,5.709991499808694,6.142459746256858,6.17374261925093,6.57481748930901,6.442629730570144,6.101352660923649,6.102804862502275,6.076889658514159,6.064570448471348,5.915512747378802,6.26665923186007,6.265907391389606,6.17635102518858,6.177007601312889,6.27293100336051,6.204191194693532,6.209797888226735,6.035546080980706,6.034794240510243,6.169649652651469,6.169500062135796,5.934877897838632,5.934136260053473,5.933987287637101,5.9488660688844135,5.917639488317079,5.916897850531919,6.003773698611996,6.014863629506742,6.0141219917215825,6.01416217993237,6.190091229185882,6.193417277653026,6.221246622953512
334,0.5,1873,0.451,0.3,0.0,0.249,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.289990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.455604098956314
335,17.3,1673,0.38,0.089,0.455,0.0,0.075,10.218571569992696,13.234036641056141,11.928434651014989,12.823287089871148,12.696362867904483,13.178098512498348,13.667110106038574,13.209995402537835,13.69278166406435,13.585021931004661,13.973098530100208,14.20309862385505,14.711100041085286,14.558450090025602,14.029222605947773,14.043256362922502,14.125531868865334,14.229606064502526,14.3071331171455,14.673023919823468,14.629462742973168,14.94379759057588,14.781306312451257,14.878396104442206,14.935623942281904,14.936765036502656,14.98032621335296,14.93676503650266,15.039298162714772,14.961240156940253,14.961240156940253,14.925840670667228,14.855460533807435,14.855460533807435,14.9451078393009,14.909708353027874,14.945029128546528,14.924684345880424,14.889284859607399,14.889649405085889,14.966083805495433,14.966083805495433,14.85760588309125
336,5.55,1763,0.605,0.106,0.094,0.046,0.149,10.218571569992696,2.7340647126577524,8.313868436341966,6.209947654833409,5.858023432866746,7.3067965087963795,6.466537693626982,6.326719252070283,6.53342988045756,6.574639059522385,6.142120165462691,6.171103296431864,6.558300226340228,6.419686246774273,6.098280958246493,6.099474448856423,6.070692107009993,6.0556547633246325,5.892466510455739,6.24758311558672,6.2470290477501464,6.154114390646625,6.154847861776293,6.251707270623932,6.188199776971684,6.194516585395954,6.057019178862746,6.0564651110261725,6.172480660642998,6.172403911140235,5.912070499523974,5.911522572820637,5.911446161649424,5.924548408911102,5.8944608256044875,5.89391289890115,6.006908629497767,5.986438265524535,5.985890338821198,5.985932672192475,6.153121211629234,6.155457604847519,6.198562656329438
337,24.3,1623,0.319,0.088,0.446,0.0,0.148,10.218571569992696,12.972264487716568,11.821560394709483,12.658411591490704,12.59248736952404,13.27067232405476,13.354438162710615,13.296630371485652,13.652560402194448,13.944813833288492,13.42081938246342,13.624138312455385,14.948344260441749,14.949795687826047,13.465647210655135,13.477366398599742,13.685988990250262,13.945302003831664,14.258096218340032,13.933081384424547,13.916244398464539,14.268691369708112,14.077627676186761,14.308295828366322,14.87318864599671,14.900768634825699,14.917605620785704,14.900768634825699,14.793049282780148,14.71592646313141,14.71592646313141,14.700832467872221,14.63101279579555,14.63101279579555,14.724670366144704,14.709576370885515,14.804063017221303,14.708471994914948,14.693377999655759,14.693733942685453,14.80317645710691,14.80317645710691,14.653072476735495
338,8.9,1673,0.317,0.116,0.346,0.0,0.221,10.218571569992696,10.063685006165768,10.696590184705089,10.82646160948579,10.762537387519128,11.18127303211299,11.670284625653217,11.083570719506325,11.744529246241745,11.368755727966814,11.700823715426152,11.875724885622141,12.404619005964339,12.354276142166492,11.583539144784297,11.594210968769476,11.643296581628276,11.725115538308444,11.822809406927025,10.691842985030473,10.805400932222412,10.898193124420832,10.834978086231427,10.983896592578079,10.936723093647021,11.089223681539217,10.975665734347277,11.089223681539217,11.229969916985722,11.195494606803347,11.195494606803347,11.2716781881665,11.239206133145899,11.239206133145899,11.163114010159909,11.239297591523062,11.299560873296164,11.189443964520294,11.265627545883445,11.265891954173602,11.544439298199842,11.544439298199842,11.436854787151091
339,1.49,1773,0.312,0.415,0.0,0.273,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.428990449782128,4.324980668876018,4.633446245059312,4.333635487131079,4.7877254286092175,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.365122810583139
340,0.79,1873,0.591,0.107,0.091,0.062,0.15,10.218571569992696,2.6468073282112283,8.288964206056539,6.154989155373261,5.8170649334065985,5.588863118549528,5.238533062174014,5.917527547457894,5.337136574212294,5.787749818624461,5.498791001859721,5.4910087568531365,6.037461182540855,6.029480352423712,5.471317201133825,5.469173892462956,5.461454358074447,5.466819714419849,5.449716425152637,5.632442230364206,5.631745966240825,5.542088461049927,5.542753061454051,5.653184191260638,5.677718932404096,5.683381202284381,5.509073818691269,5.508377554567888,5.60009817915426,5.600728647024169,5.366106482727004,5.36541919818858,5.3660470610019555,5.380925842249268,5.359815648168867,5.359128363630443,5.445838690141478,5.428279649045917,5.427592364507492,5.427632552718279,5.1782192491462204,5.181053052116994,5.331150132215696
341,2.7,1873,0.608,0.392,0.0,0.0,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.132990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.4570222621785565
342,5.0,1773,0.615,0.27,0.115,0.0,0.0,10.218571569992696,3.3448664037834206,8.490305781605636,6.594657151054442,6.232732929087779,6.431723148181668,6.740188724364962,6.441142367103787,6.783019402248665,6.390438149399232,6.441022356488782,6.472192334793137,6.808629951035189,6.641015388872749,6.372780537356858,6.373845986180722,6.234695257658859,6.315882855760248,6.110960791206226,6.40612156374355,6.406115386972461,6.291218446002144,6.292669631534677,6.408790281244502,6.359457171212934,6.369862239561607,6.369868416332697,6.369862239561607,6.719912114259541,6.719934470322042,6.719934470322042,6.719928296983123,6.719950505703681,6.719950505703681,6.597453981855368,6.597447808516449,6.597447808516449,6.5907934999678055,6.590787326628886,6.5908698500997405,6.344577042694433,6.344577042694433,6.422416193728194
343,15.1,1740,0.45,0.15,0.4,0.0,0.0,10.218571569992696,11.634317926203202,11.290086235519384,11.815714599768445,11.61879037780178,11.16503364652666,12.304270436728803,11.218561691407794,12.10950859880176,10.565464238769868,12.040389487821317,12.194874976026606,12.002834175050344,11.64939212082163,12.010110158491912,12.018056131071265,11.848489284276745,11.896426629939015,11.586494944008844,11.748247677170209,11.75123017024168,12.144748507042113,11.973010629713372,11.81470337867044,11.64559340038617,11.691000663246045,11.688018170174578,11.691000663246047,11.72623618778047,11.705121298489146,11.705121298489146,11.70800326399559,11.688512022445897,11.688512022445897,11.548449850365262,11.551331815871706,11.551331815871706,11.550839993098098,11.553721958604541,11.554034867364294,11.557611516541236,11.557611516541236,11.566309525863337
344,3.93,1773,0.245,0.027,0.456,0.0,0.272,10.218571569992696,13.263122435871649,11.9403690518719,12.841606589691196,12.849682367724533,12.678672586818422,12.987138163001717,12.690358419892423,12.690679814328028,12.489305174037842,12.23241123353625,12.356006973595257,11.925116127909408,11.988835682182842,12.32801088044113,12.332235616647061,12.384003193597184,12.131473289982175,12.24549930920457,13.039739038933558,12.981154246965758,13.276348784134601,13.132735547545614,13.020834870385976,12.91396138387454,12.900108456227805,12.958693248195605,12.900108456227805,12.784002766194966,12.785383045950887,12.785383045950887,12.739925474358284,12.741169421102743,12.741169421102743,12.890826907777447,12.845369336184845,12.93172186398417,12.890189961223593,12.844732389630991,12.845097894605725,12.882999941247245,12.882999941247245,12.935769176761667
345,0.5,1873,0.284,0.216,0.0,0.5,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.456990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.453269969536384
346,0.6,1873,0.115,0.235,0.0,0.65,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.625990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.453883972965295
347,7.6,1773,0.38,0.089,0.455,0.0,0.075,10.218571569992696,13.234036641056141,11.928434651014989,12.823287089871148,12.696362867904483,12.660353086998374,12.968818663181668,12.672032273110052,12.673348934751868,12.471419933496382,12.215427688442269,12.338752385211674,11.910111769619455,11.659764002246742,12.308780272025972,12.312995743459524,12.21646986931827,12.112538838453165,11.89386416496463,13.005924455011233,12.950811085882282,13.250061857074506,13.102440952971314,12.990269843789786,12.881068576138873,12.870657478080979,12.925770847209932,12.870657478080979,12.755110235396955,12.75648151675554,12.75648151675554,12.7132738188434,12.714510219501255,12.714510219501255,12.714196181425427,12.670988483513286,12.701608440721895,12.714951662184614,12.671743964272473,12.672108509750963,12.654233676931554,12.654233676931554,12.714511041302071
348,24.0,1740,0.4,0.1,0.5,0.0,0.0,10.218571569992696,14.542897407754001,12.477474970062191,13.647664581773356,13.500740359806693,12.996983628531574,14.136220418733718,12.939793242476973,13.844563190406923,12.123421426679565,13.9285081921064,14.12161505236301,13.732760531890301,13.403388591601582,14.113125551501042,14.123058017225237,14.032034105507925,13.98577906117708,13.739924788289873,15.09778259723349,14.946207986162221,14.893583301219532,15.093550167109704,15.040307417065328,14.89976987857953,14.793813131499089,14.945387742570361,14.793813131499093,14.798619582047847,14.757564816596872,14.757564816596872,14.6644905044972,14.628261626729719,14.628261626729719,14.68773305546102,14.594658743361348,14.594658743361348,14.669360402106625,14.576286090006953,14.576694535175378,14.550467893488293,14.550467893488293,14.555054603464077
349,13.0,1816,0.4,0.15,0.45,0.0,0.0,10.218571569992696,13.088607666978602,11.868941334994322,12.731689590770902,12.584765368804238,11.99745001038394,12.375752133135588,11.9933099995228,12.124077405458374,11.16669425106795,10.882132088545877,10.928335844030714,10.652144731751772,10.439592383460319,10.990846437194215,10.988042191259002,10.757595189353552,10.807544271830931,10.60306459435612,11.634225629242817,11.590748899339602,11.903162211931598,11.743505603306053,11.631772374098233,11.696055002632757,11.697126259557296,11.740602989460513,11.697126259557297,11.445081941016607,11.485804454671726,11.485804454671726,11.450463961770387,11.487264199224796,11.487264199224796,11.32896465896333,11.29362416606199,11.29362416606199,11.339756564422414,11.304416071521075,11.304775830519496,11.191124242586216,11.191124242586216,11.31847050059471
350,0.5,1873,0.432,0.207,0.0,0.361,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.308990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.452961686948323
351,31.4,1723,0.366,0.235,0.399,0.0,0.0,10.218571569992696,11.605232131387693,11.278801792445773,11.797395099948394,11.684470877981731,11.887628805290664,12.4279731226353,11.876445985696904,12.279859157165344,11.947357638660762,12.334994567086511,12.508119742846604,12.444228770200866,12.255164269096264,12.296452563385873,12.30612979394195,12.03974654207755,12.238820831945446,12.14036171785699,12.010324450611634,12.014212684656766,12.40505438379014,12.235595128861839,12.1069276847537,11.945437512403188,11.991697267991972,11.98780903394684,11.991697267991974,12.074493268746604,12.043246313200834,12.043246313200834,12.046978590777748,12.018122865760553,12.018122865760553,11.74119404185433,11.744926319431244,11.744926319431244,11.74467998400445,11.748412261581361,11.748724252269092,11.721783871472871,11.721783871472871,11.710628783646087
352,3.5,1823,0.646,0.355,0.0,0.0,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.094990449782128,4.100961910283508,4.052378945593595,4.333635487131079,4.2066581291435,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.425542953642346
353,0.81,1873,0.53,0.178,0.129,0.083,0.08,10.218571569992696,3.7520675312005323,8.610006009042847,6.851130148535129,6.574205926568466,6.285004111711395,5.934674055335881,6.578933023198762,6.012006991444559,6.394962396610709,5.920915184110183,5.90988321041953,6.435973627862976,6.423295276484464,5.853113102173527,5.85007478548625,5.811635607720679,5.845117197897185,5.826232842069648,5.798093921313921,5.798121675300704,5.670103412963917,5.672255222542746,5.826891779965669,5.900500070083094,5.913239677995609,5.5962332055466675,5.596260959533451,5.49630193014019,5.498097186079878,5.202845407237894,5.20287311924926,5.204653499706756,5.228369409610543,5.178758805243451,5.178786517254816,5.395174271409401,5.2999012787003394,5.299928990711705,5.299983933108261,4.9522938660279845,4.957995555908136,5.111757226629821
